MicrobeID	PubSeedID	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom	Host	Version	NCBI Taxonomy ID	Annotation version ID	RefSeq ID	GCF ID	IMG Genome ID	Strain/species reference	Reference category	Ecotype	Specific Ecosystem	Cell Shape	Cultured	Diseases	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Gram Staining	Oxygen Requirement	Habitat	Metabolism	Motility	Sample Body Site	Sample Body Subsite	Genome Size   * assembled	Gene Count   * assembled	GC Count   * assembled	GC   * assembled	CDS Count   * assembled	CDS %   * assembled	Genome link
Clostridiales_incertae_sedis_nov_ERR2221367	N/A	0	Clostridiales incertae sedis nov. ERR2221367	Clostridiales_incertae_sedis nov. ERR2221367	unclassified Clostridiales incertae sedis	Clostridiales incertae sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186802					PMID:30718869	Forster et al. resource	0	0	0							Gram+	0	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2221367/ERR2221367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2221367/ERR2221367_2.fastq.gz
Clostridiales_incertae_sedis_nov_ERR2221388	N/A	0	Clostridiales incertae sedis nov. ERR2221388	Clostridiales_incertae_sedis nov. ERR2221388	unclassified Clostridiales incertae sedis	Clostridiales incertae sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186802					PMID:30718869	Forster et al. resource	0	0	0							Gram+	0	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221388/ERR2221388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221388/ERR2221388_2.fastq.gz
Clostridiales_sp_1_7_47FAA	Clostridiales bacterium 1_7_47FAA (457421.5)	2	Clostridiales sp. 1_7_47FAA	Clostridiales bacterium 1_7_47FAA	unclassified Clostridiales	unclassified Clostridiales	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	457421	457421.5		GCF_000155435.1	643886007	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	0	Feces, Gastrointestinal tract, Host	0	0	Gastrointestinal tract	0	6514450	6241	3265849	50	6175	98.94	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/435/GCF_000155435.1_ASM15543v1
Clostridioides_difficile_002_P50_2011	Clostridium difficile 002-P50-2011 (997827.4)	2	Clostridioides difficile 002-P50-2011	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	997827	997827.4	GCF_000371405.1	GCF_000235825.1	2534681960	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Digestive system	Gram+	Obligate anaerobe	Host, Human oral cavity	0	0	Gastrointestinal tract	0	4101884	3856	1161017	28	3840	99.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/825/GCF_000235825.1_ASM23582v1
Clostridioides_difficile_050_P50_2011	Clostridium difficile 050-P50-2011 (997828.4)	2	Clostridioides difficile 050-P50-2011	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	997828	997828.4	GCF_000235825.1	GCF_000235925.1	2534681961	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Digestive system	Gram+	Obligate anaerobe	Host, Human oral cavity	0	0	Gastrointestinal tract	0	4225929	3977	1212783	29	3962	99.62	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/925/GCF_000235925.1_ASM23592v1
Clostridioides_difficile_2007855	Clostridium difficile 2007855 (699033.6)	2	Clostridioides difficile 2007855	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	699033	699033.6	GCF_000210455.1	GCA_000210455.1	2558860173	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Mammals	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4179867	3806	1198443	29	3693	97.03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/455/GCA_000210455.1_ASM21045v1
Clostridioides_difficile_630	Clostridium difficile 630 (272563.8)	2	Clostridioides difficile 630	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	272563	272563.8		GCF_000009205.2	2588253713	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Diarrhea	0	0	0	0	Gram+	Obligate anaerobe	Host, Human feces	0	Motile	Gastrointestinal tract	Colon	4182434	3836	1203797	29	3777	98.46	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/205/GCF_000009205.2_ASM920v2
Clostridioides_difficile_6503	Clostridium difficile 6503 (691160.5)	2	Clostridioides difficile 6503	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	691160	691160.5	GCF_000932055.2	GCF_000193695.1	2547132210	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4082150	3957	1152162	28	3885	98.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/695/GCF_000193695.1_ASM19369v2
Clostridioides_difficile_70_100_2010	Clostridium difficile 70-100-2010 (1002369.4)	2	Clostridioides difficile 70-100-2010	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	1002369	1002369.4	GCF_000193695.1	GCF_000235905.1	2537561695	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	Feces, Gastrointestinal tract, Host	0	0	Gastrointestinal tract	0	4006591	3752	1133129	28	3739	99.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/905/GCF_000235905.1_ASM23590v1
Clostridioides_difficile_ATCC_43255	Clostridium difficile ATCC 43255 (499175.4)	2	Clostridioides difficile ATCC 43255	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	499175	499175.4	GCF_000235905.1	GCF_000155025.1	2512047057	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Diarrhea	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4204780	3959	1200759	29	3905	98.64	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/025/GCF_000155025.1_cduab
Clostridioides_difficile_ATCC_9689	Clostridium difficile ATCC 9689 (1121308.3)	2	Clostridioides difficile ATCC 9689	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	1121308	1121308.3	GCF_000155025.1	GCF_000376285.1	2515154168	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	Aquatic, Host, Human, Olive oil wastewater	0	Motile	0	0	4209373	3941	1195418	28	3874	98.3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/285/GCF_000376285.1_ASM37628v1
Clostridioides_difficile_BI1	Clostridium difficile BI1 (699034.5)	2	Clostridioides difficile BI1	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	699034	699034.5	GCF_000438845.1	GCF_000211235.1	2563366553	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4464700	4123	1266163	28	3986	96.68	https://www.ncbi.nlm.nih.gov/assembly/GCF_000211235.1/
Clostridioides_difficile_CD196	Clostridium difficile CD196 (645462.3)	2	Clostridioides difficile CD196	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	645462	645462.3		GCF_000085225.1	2541047488	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host, Soil	0	Motile	Gastrointestinal tract	0	3606421	3587	1030267	29	3566	99.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/085/225/GCF_000085225.1_ASM8522v1
Clostridioides_difficile_CD37	Clostridium difficile CD37 (1125976.4)	2	Clostridioides difficile CD37	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	1125976	1125976.4	GCF_000449605.2	GCF_000242355.1	2548876768	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Diarrhea	Host-associated	Human	Unclassified	Digestive system	Gram+	Obligate anaerobe	Clinical isolate, Human, Human gastrointestinal tract	0	0	Gastrointestinal tract	Colon	4010233	3740	1145431	29	3698	98.88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/355/GCF_000242355.1_ASM24235v2
Clostridioides_difficile_CIP_107932	Clostridium difficile CIP 107932 (499176.4)	2	Clostridioides difficile CIP 107932	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	499176	499176.4	GCF_000242355.1	GCF_000155045.1	642791606	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea	Host-associated	Human	Unclassified	Digestive system	Gram+	Obligate anaerobe	Host	0	Motile	Urogenital tract	0	4009739	3688	1135117	28	3645	98.83	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/045/GCF_000155045.1_cdeaa
Clostridioides_difficile_ERR1204032	N/A	0	Clostridioides difficile ERR1204032	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1496					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Obligate anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/002/ERR1204032/ERR1204032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/002/ERR1204032/ERR1204032_2.fastq.gz
Clostridioides_difficile_ERR2221119	N/A	0	Clostridioides difficile ERR2221119	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1496		NZ_JTGN01000009			PMID:30718869	Forster et al. resource	0	0	0							Gram+	Obligate anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221119/ERR2221119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221119/ERR2221119_2.fastq.gz
Clostridioides_difficile_ERR2221219	N/A	0	Clostridioides difficile ERR2221219	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1496					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Obligate anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221219/ERR2221219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221219/ERR2221219_2.fastq.gz
Clostridioides_difficile_ERR2221225	N/A	0	Clostridioides difficile ERR2221225	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1496					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Obligate anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221225/ERR2221225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221225/ERR2221225_2.fastq.gz
Clostridioides_difficile_M120	Clostridium difficile M120 (699035.5)	2	Clostridioides difficile M120	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	699035	699035.5	GCF_000155045.1	GCF_000210435.1	2558860174	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4047729	3707	1160625	29	3570	96.3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/435/GCF_000210435.1_ASM21043v1
Clostridioides_difficile_M68	Clostridium difficile M68 (699037.5)	2	Clostridioides difficile M68	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	699037	699037.5	GCF_900095895.1	GCF_000210395.1	2558860171	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4308325	4015	1244077	29	3828	95.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/395/GCF_000210395.1_ASM21039v1
Clostridioides_difficile_NAP07	Clostridium difficile NAP07 (525258.3)	2	Clostridioides difficile NAP07	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	525258	525258.3	GCF_000210395.1	GCF_000164655.1	647000227	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora	0	Motile	Gastrointestinal tract	Intestinal tract	3862058	3628	1093396	28	3590	98.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/655/GCF_000164655.1_ASM16465v1
Clostridioides_difficile_NAP08	Clostridium difficile NAP08 (525259.3)	2	Clostridioides difficile NAP08	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	525259	525259.3	GCF_000164655.1	GCF_000164175.1	647000228	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora	0	Motile	Gastrointestinal tract	0	4022033	3809	1163449	29	3765	98.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/175/GCF_000164175.1_ASM16417v1
Clostridioides_difficile_QCD_23m63	Clostridium difficile QCD-23m63 (499174.4)	2	Clostridioides difficile QCD-23m63	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	499174	499174.4	GCF_000164175.1	GCF_000155065.1	642791631	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	3915085	3615	1117822	29	3586	99.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/065/GCF_000155065.1_ASM15506v1
Clostridioides_difficile_QCD_37x79	Clostridium difficile QCD-37x79 (479834.4)	2	Clostridioides difficile QCD-37x79	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	479834	479834.4	GCF_000155065.1	GCF_000154685.1	641736218	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4293436	4107	1219253	28	4066	99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/685/GCF_000154685.1_cdqaf
Clostridioides_difficile_QCD_63q42	Clostridium difficile QCD-63q42 (479831.4)	2	Clostridioides difficile QCD-63q42	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	479831	479831.4	GCF_000154685.1	GCF_000154625.1	641736217	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4426303	4286	1269609	29	4242	98.97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/625/GCF_000154625.1_ASM15462v1
Clostridioides_difficile_QCD_66c26	Clostridium difficile QCD-66c26 (455631.3)	2	Clostridioides difficile QCD-66c26	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	455631	455631.3	GCF_000154625.1	GCF_000003215.1	645058803	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4126050	3772	1176540	29	3723	98.7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/215/GCF_000003215.1_ASM321v1
Clostridioides_difficile_QCD_76w55	Clostridium difficile QCD-76w55 (479832.7)	2	Clostridioides difficile QCD-76w55	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	479832	479832.7	GCF_000003215.1	GCF_000154645.1	641736216	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4355044	4111	1222914	28	4073	99.08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/645/GCF_000154645.1_ASM15464v1
Clostridioides_difficile_QCD_97b34	Clostridium difficile QCD-97b34 (479833.4)	2	Clostridioides difficile QCD-97b34	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	479833	479833.4	GCF_000154645.1	GCF_000154665.1	641736219	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	0	0	4055119	3797	1147839	28	3758	98.97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/665/GCF_000154665.1_ASM15466v1
Clostridioides_difficile_R20291	Clostridium difficile R20291 (645463.3)	2	Clostridioides difficile R20291	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	645463	645463.3	GCF_000154665.1	GCF_000027105.1	646311915	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	Colitis, Diarrhea, Peritonitis	Engineered	Built environment	Unclassified	Unclassified	Gram+	Obligate anaerobe	Host	0	Motile	Gastrointestinal tract	0	4191339	3599	1207358	29	3507	97.44	https://www.ncbi.nlm.nih.gov/assembly/GCF_000027105.1/
Clostridioides_mangenotii_LM2	N/A	0	Clostridioides mangenotii LM2	Clostridioides mangenotii	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Mouse	AGORA2	1392497		NZ_JIAA01000001	GCF_000687955.1	2558309100	PMID:27670113	Literature research	0	0	0	Yes	0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	0	0	0	0	0	0	3023790	3035	954151	32	2915	96.05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/955/GCF_000687955.1_ASM68795v1
Clostridioides_mangenotii_TR	N/A	0	Clostridioides mangenotii TR	Clostridioides mangenotii	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Mouse	AGORA2	1408823		NZ_AXUS01000001	GCF_000498755.1	2585427715	PMID:27670113	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	0	0	0	0	0	0	3052440	3212	954658	31	3049	94.93	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/755/GCF_000498755.1_NGEN_DNA_Star_
Clostridium_acetobutylicum_ATCC_824	Clostridium acetobutylicum ATCC 824 (272562.8)	2	Clostridium acetobutylicum ATCC 824	Clostridium acetobutylicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	272562	272562.8		GCF_000008765.1	637000076	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Obligate anaerobe	Fresh water, Host, Soil	Gelatin hydrolysis positive	Motile	0	0	4132880	4022	1278098	31	3848	95.67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/765/GCF_000008765.1_ASM876v1
Clostridium_acetobutylicum_DSM_1731	Clostridium acetobutylicum DSM 1731 (991791.3)	2	Clostridium acetobutylicum DSM 1731	Clostridium acetobutylicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	991791	991791.3		GCF_000218855.1	650716024	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	0	0	0	0	0	Gram+	Obligate anaerobe	Soil	0	Motile	0	0	4145581	4029	1281528	31	3922	97.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/855/GCF_000218855.1_ASM21885v1
Clostridium_acetobutylicum_EA_2018	Clostridium acetobutylicum EA 2018 (863638.3)	2	Clostridium acetobutylicum EA 2018	Clostridium acetobutylicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	863638	863638.3		GCF_000191905.1	651053017	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	0	0	0	0	0	Gram+	Obligate anaerobe	Soil	0	Motile	0	0	4132226	4024	1277909	31	3916	97.32	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/905/GCF_000191905.1_ASM19190v1
Clostridium_aerotolerans_DSM_5434	N/A	0	Clostridium aerotolerans DSM 5434	Clostridium aerotolerans	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Mouse	AGORA2	1410651			GCF_000687555.1	2558860131	Personal communication, Dr. Jan Krumsiek	Personal communication	0	0	Rod-shaped	Yes	0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Anaerobe	0	0	Motile	Gastrointestinal tract	Rumen	4732373	4369	2005146	42	4284	98.05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/555/GCF_000687555.1_ASM68755v1
Clostridium_amazonitimonense_MGYG_HGUT_01477	N/A	0	Clostridium amazonitimonense MGYG HGUT 01477	Clostridium amazonitimonense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	1499689		NZ_CCFK01000001	GCF_000753355.2	2775507068	PMID:25567229	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Obligate anaerobe	0	0	0	Gastrointestinal tract	0	3750216	3578	1145890	31	3413	95.39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/753/355/GCF_000753355.2_Clostridium_amazonitimonense
Clostridium_asparagiforme_DSM_15981	Clostridium asparagiforme DSM 15981 (518636.5)	2	Clostridium asparagiforme DSM 15981	Clostridium asparagiforme	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	518636	518636.5		GCF_000158075.1	643886112	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora	0	Motile	Gastrointestinal tract	0	6224391	6878	3461009	56	6818	99.13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/075/GCF_000158075.1_ASM15807v1
